tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0042091	tvSeries	Chance of a Lifetime	Chance of a Lifetime	0	1950	1956	30	Family,Game-Show
tt0042092	tvSeries	Charlie Wild, Private Detective	Charlie Wild, Private Detective	0	1950	1952	30	Crime,Drama
tt0042093	tvSeries	The Cisco Kid	The Cisco Kid	0	1950	1956	30	Western
tt0042094	tvSeries	The Colgate Comedy Hour	The Colgate Comedy Hour	0	1950	1955	60	Comedy,Romance
tt0042095	tvSeries	The College Bowl	The College Bowl	0	1950	1951	30	Comedy,Family
tt0042096	tvSeries	Crash Corrigan's Ranch	Crash Corrigan's Ranch	0	1950	\N	30	Family,Music,Western
tt0042097	tvSeries	Crusader Rabbit	Crusader Rabbit	0	1950	1957	4	Adventure,Animation,Family
tt0042098	tvSeries	Danger	Danger	0	1950	1955	30	Drama
tt0042099	tvSeries	Detective's Wife	Detective's Wife	0	1950	\N	30	Comedy
tt0042100	tvSeries	Dick Tracy	Dick Tracy	0	1950	1952	30	Crime,Drama
tt0042101	tvSeries	Escape	Escape	0	1950	\N	30	Action,Drama,Fantasy
tt0042102	tvSeries	The Faye Emerson Show	The Faye Emerson Show	0	1949	\N	15	Family,Talk-Show
tt0042104	tvSeries	The First Hundred Years	The First Hundred Years	0	1950	1952	\N	Drama
tt0042105	tvSeries	Ford Star Revue	Ford Star Revue	0	1950	\N	60	Comedy,Music
tt0042106	tvSeries	Four Star Revue	Four Star Revue	0	1950	\N	60	Comedy
tt0042107	tvSeries	The Frank Sinatra Show	The Frank Sinatra Show	0	1950	1952	60	Music
tt0042108	tvSeries	The Gabby Hayes Show	The Gabby Hayes Show	0	1950	1954	15	Family,Western
tt0042109	tvSeries	The Garry Moore Show	The Garry Moore Show	0	1950	1958	30	Comedy
tt0042110	tvSeries	The Gene Autry Show	The Gene Autry Show	0	1950	1955	30	Western
tt0042111	tvSeries	The George Burns and Gracie Allen Show	The George Burns and Gracie Allen Show	0	1950	1958	30	Comedy
tt0042112	tvSeries	The Girls	The Girls	0	1950	\N	30	Comedy
tt0042113	tvSeries	Holiday Hotel	Holiday Hotel	0	1950	1951	30	Comedy,Music
tt0042114	tvSeries	The Honeymooners	The Honeymooners	0	1955	1956	30	Comedy,Family
tt0042115	tvSeries	I Cover Times Square	I Cover Times Square	0	1950	1951	30	Drama
tt0042116	tvSeries	The Jack Benny Program	The Jack Benny Program	0	1950	1965	30	Comedy
tt0042117	tvSeries	The Saturday Night Revue with Jack Carter	The Saturday Night Revue with Jack Carter	0	1950	1951	60	Comedy,Music
tt0042118	tvSeries	Joey Faye's Frolics	Joey Faye's Frolics	0	1950	\N	30	Comedy
tt0042119	tvSeries	The Ken Murray Show	The Ken Murray Show	0	1950	1953	30	Comedy,Music
tt0042120	tvSeries	Leave It to Papa	Leave It to Papa	0	1950	\N	\N	Comedy
tt0042121	tvSeries	Life with Snarky Parker	Life with Snarky Parker	0	1950	\N	\N	Family
tt0042122	tvSeries	Lights, Camera, Action!	Lights, Camera, Action!	0	1950	\N	30	\N
tt0042123	tvSeries	Lux Video Theatre	Lux Video Theatre	0	1950	1959	30	Comedy,Drama
tt0042124	tvSeries	Mama Rosa	Mama Rosa	0	1950	\N	30	Comedy
tt0042125	tvSeries	The Marshal of Gunsight Pass	The Marshal of Gunsight Pass	0	1950	\N	30	Western
tt0042126	tvSeries	The Most Important People	The Most Important People	0	1950	1951	15	Music
tt0042127	tvSeries	Nash Airflyte Theatre	Nash Airflyte Theatre	0	1950	1951	30	Drama
tt0042128	tvSeries	Old Fashioned Meeting	Old Fashioned Meeting	0	1950	1951	30	\N
tt0042129	tvSeries	Panhandle Pete and Jennifer	Panhandle Pete and Jennifer	0	1950	\N	15	Family
tt0042130	tvSeries	Pantomime Quiz	Pantomime Quiz	0	1947	\N	30	Game-Show
tt0042131	tvSeries	Party Time at Club Roma	Party Time at Club Roma	0	1950	1951	30	Comedy,Music
tt0042132	tvSeries	Penthouse Party	Penthouse Party	0	1950	1951	30	Comedy,Music,Talk-Show
tt0042133	tvSeries	The Peter Lind Hayes Show	The Peter Lind Hayes Show	0	1950	1951	30	Comedy,Music
tt0042134	tvSeries	The Pinky Lee Show	The Pinky Lee Show	0	1950	\N	30	Comedy,Family,Music
tt0042135	tvSeries	The Popsicle Parade of Stars	The Popsicle Parade of Stars	0	1950	\N	15	Comedy,Music
tt0042136	tvSeries	Prize Performance	Prize Performance	0	1950	\N	30	Music
tt0042137	tvSeries	The Prudential Family Playhouse	The Prudential Family Playhouse	0	1950	1951	60	Drama
tt0042138	tvSeries	Pulitzer Prize Playhouse	Pulitzer Prize Playhouse	0	1950	1952	60	Drama
tt0042139	tvSeries	Racket Squad	Racket Squad	0	1950	1953	30	Crime,Drama
tt0042140	tvSeries	Rhythm Rodeo	Rhythm Rodeo	0	1950	1951	30	Family,Music
tt0042141	tvSeries	Robert Montgomery Presents	Robert Montgomery Presents	0	1950	1957	60	Drama
tt0042142	tvSeries	Rocky King, Detective	Inside Detective	0	1950	1954	30	Action,Crime,Drama
tt0042143	tvSeries	Rootie Kazootie	Rootie Kazootie	0	1951	\N	\N	Family
tt0042144	tvSeries	Somerset Maugham TV Theatre	Somerset Maugham TV Theatre	0	1950	1951	30	Drama
tt0042145	tvSeries	Songs for Sale	Songs for Sale	0	1950	1952	60	\N
tt0042146	tvSeries	The Stage Door	The Stage Door	0	1950	\N	30	\N
tt0042147	tvSeries	Star Time	Star Time	0	1950	1951	60	Comedy,Family,Music
tt0042148	tvSeries	Star of the Family	Star of the Family	0	1950	1952	30	Comedy,Music,Talk-Show
tt0042149	tvSeries	Starlit Time	Starlit Time	0	1950	\N	\N	Comedy,Family,Music
tt0042150	tvSeries	The Steve Allen Show	The Steve Allen Show	0	1952	1952	60	Comedy
tt0042151	tvSeries	The Stu Erwin Show	The Stu Erwin Show	0	1950	1955	30	Comedy
tt0042152	tvSeries	Sure As Fate	Sure As Fate	0	1950	1951	60	Drama
tt0042153	tvSeries	The Susan Raye Show	The Susan Raye Show	0	1950	\N	15	Family,Music
tt0042154	tvSeries	Take a Chance	Take a Chance	0	1950	\N	30	Game-Show
tt0042155	tvSeries	Three's Company	Three's Company	0	1950	\N	15	Music
tt0042156	tvSeries	Tom Corbett, Space Cadet	Tom Corbett, Space Cadet	0	1950	1955	15	Action,Adventure,Family
tt0042157	tvSeries	Toni Twin Time	Toni Twin Time	0	1950	\N	\N	Music
tt0042158	tvSeries	The Trap	The Trap	0	1950	\N	60	Drama
tt0042159	tvSeries	Treasury Men in Action	Treasury Men in Action	0	1950	1955	30	Crime,Drama
tt0042160	tvSeries	Van Camp's Little Show	Van Camp's Little Show	0	1950	1951	15	Music
tt0042161	tvSeries	The Vaughn Monroe Show	The Vaughn Monroe Show	0	1950	1951	30	Music
tt0042162	tvSeries	Village Barn	Village Barn	0	1950	\N	30	Music
tt0042163	tvSeries	Visit with the Armed Forces	Visit with the Armed Forces	0	1950	1951	30	Documentary,War
tt0042164	tvSeries	Waiting for the Break	Waiting for the Break	0	1950	\N	30	Music
tt0042165	tvSeries	Watch the World	Watch the World	0	1950	\N	30	\N
tt0042166	tvSeries	We Take Your Word	We Take Your Word	0	1950	1951	30	Family,Game-Show
tt0042167	tvSeries	The Web	The Web	0	1950	1954	30	Drama
tt0042168	tvSeries	What's My Line?	What's My Line?	0	1950	1967	30	Family,Game-Show
tt0042169	tvMovie	Wit and Wisdom	Wit and Wisdom	0	1950	\N	45	Comedy
tt0042170	tvSeries	You Asked for It	You Asked for It	0	1950	1959	30	Family,Game-Show
tt0042171	tvSeries	You Bet Your Life	You Bet Your Life	0	1950	1961	30	Comedy,Family,Game-Show
tt0042172	tvSeries	Your Hit Parade	Your Hit Parade	0	1950	1959	30	Family,Music
tt0042173	tvSeries	Your Show of Shows	Your Show of Shows	0	1950	1954	90	Comedy
tt0042174	tvSeries	Your Story Theatre	Your Story Theatre	0	1950	1951	30	Drama
tt0042816	tvEpisode	Othello	Othello	0	1950	\N	143	Drama,Fantasy
tt0042889	tvEpisode	The Tragedy of King Richard II/II	The Tragedy of King Richard II/II	0	1950	\N	145	Drama,Fantasy
tt0043168	tvSeries	The Ad-Libbers	The Ad-Libbers	0	1951	\N	30	Comedy,Game-Show
tt0043169	tvSeries	The Adventures of Kit Carson	The Adventures of Kit Carson	0	1951	1960	30	Western
tt0043170	tvSeries	Adventures of Wild Bill Hickok	Adventures of Wild Bill Hickok	0	1951	1958	30	Family,Western
tt0043171	tvSeries	All Around the Town	All Around the Town	0	1951	1952	30	Music,Talk-Show
tt0043173	tvSeries	The Amazing Mr. Malone	The Amazing Mr. Malone	0	1951	1952	30	Crime,Drama
tt0043174	tvSeries	American Inventory	American Inventory	0	1951	1955	30	Drama
tt0043175	tvSeries	The Amos 'n Andy Show	The Amos 'n Andy Show	0	1951	1953	30	Comedy
tt0043176	tvSeries	The Art Ford Show	The Art Ford Show	0	1951	\N	30	Game-Show
tt0043177	tvSeries	The Better Home Show	The Better Home Show	0	1951	1952	30	\N
tt0043178	tvSeries	The Big Payoff	The Big Payoff	0	1951	1959	60	Game-Show,Music
tt0043179	tvSeries	The Big Question	The Big Question	0	1951	1952	30	News,Talk-Show
tt0043180	tvSeries	The Bill Gwinn Show	The Bill Gwinn Show	0	1951	1952	30	Game-Show
tt0043181	tvSeries	The Bob & Ray Show	The Bob & Ray Show	0	1951	1953	15	Comedy
tt0043182	tvSeries	Boston Blackie	Boston Blackie	0	1951	1953	30	Crime,Drama
tt0043183	tvSeries	Celanese Theatre	Celanese Theatre	0	1951	1952	60	Drama
tt0043184	tvSeries	Cosmopolitan Theatre	Cosmopolitan Theatre	0	1951	\N	60	Drama,Family
tt0043185	tvSeries	Crawford Mystery Theatre	Crawford Mystery Theatre	0	1951	1952	30	Drama,Game-Show,Mystery
tt0043186	tvSeries	Crime Photographer	Crime Photographer	0	1951	1952	30	Drama
tt0043187	tvSeries	Crime Syndicate	Crime Syndicate	0	1951	1953	30	Crime
tt0043188	tvSeries	Crime with Father	Crime with Father	0	1951	1952	30	Drama
tt0043189	tvSeries	A Date with Judy	A Date with Judy	0	1951	1953	30	Comedy
tt0043190	tvSeries	Daydreaming with Laraine	Daydreaming with Laraine	0	1951	\N	15	\N
tt0043191	tvSeries	The Dennis James Show	The Dennis James Show	0	1952	\N	30	Comedy
tt0043192	tvSeries	The Dinah Shore Chevy Show	The Dinah Shore Chevy Show	0	1956	1963	60	Music
tt0043193	tvSeries	Door with No Name	Door with No Name	0	1951	1953	30	\N
tt0043194	tvSeries	Dragnet	Dragnet	0	1951	1959	30	Crime,Drama,Mystery
tt0043195	tvSeries	Ernie in Kovacsland	Ernie in Kovacsland	0	1951	\N	30	Comedy
tt0043196	tvSeries	Fairmeadows, U.S.A.	Fairmeadows, U.S.A.	0	1951	1952	30	Drama
tt0043197	tvSeries	Faith Baldwin Romance Theatre	Faith Baldwin Romance Theatre	0	1951	\N	30	Drama
tt0043198	tvSeries	Ford Festival	Ford Festival	0	1951	1952	60	Music
tt0043199	tvSeries	Foreign Intrigue	Foreign Intrigue	0	1951	1955	30	Crime,Mystery,Thriller
tt0043200	tvSeries	The Frances Langford-Don Ameche Show	The Frances Langford-Don Ameche Show	0	1951	1952	60	Comedy,Music
tt0043201	tvSeries	Front Page Detective	Front Page Detective	0	1951	1953	30	Crime,Drama,Mystery
tt0043202	tvSeries	The Gallery of Madame Liu-Tsong	The Gallery of Madame Liu-Tsong	0	1951	\N	30	Adventure,Mystery
tt0043203	tvSeries	General Electric Guest House	General Electric Guest House	0	1951	\N	60	\N
tt0043204	tvSeries	Goodyear Television Playhouse	Goodyear Television Playhouse	0	1951	1957	60	Drama
tt0043205	tvSeries	Henry Morgan's Great Talent Hunt	Henry Morgan's Great Talent Hunt	0	1951	\N	30	Comedy,Music
tt0043206	tvSeries	Hollywood Opening Night	Hollywood Opening Night	0	1951	1953	30	Drama
tt0043207	tvSeries	How To	How To	0	1951	\N	30	Family,Game-Show
tt0043208	tvSeries	I Love Lucy	I Love Lucy	0	1951	1957	30	Comedy
tt0043209	tvSeries	The Jerry Colonna Show	The Jerry Colonna Show	0	1951	\N	30	Comedy
tt0043210	tvSeries	The Kate Smith Evening Hour	The Kate Smith Evening Hour	0	1951	1952	60	Comedy,Drama,Music
tt0043211	tvSeries	The Laraine Day Show	The Laraine Day Show	0	1951	\N	30	Family,Talk-Show
tt0043212	tvSeries	Life with Buster Keaton	Life with Buster Keaton	0	1951	\N	30	Comedy
tt0043213	tvSeries	The Lilli Palmer Show	The Lilli Palmer Show	0	1951	\N	30	\N
tt0043214	tvSeries	Love of Life	Love of Life	0	1951	1980	25	Drama,Romance
tt0043215	tvSeries	Mark Saber	Mark Saber	0	1951	1953	30	Drama
tt0043216	tvSeries	Meet Corliss Archer	Meet Corliss Archer	0	1950	\N	30	Comedy
tt0043217	tvSeries	Miss Susan	Miss Susan	0	1951	1951	15	Drama
tt0043218	tvSeries	Mr. District Attorney	Mr. District Attorney	0	1951	1952	30	Crime,Drama
tt0043219	tvSeries	Music from Chicago	Music from Chicago	0	1951	\N	30	Music
tt0043220	tvSeries	Not for Publication	Not for Publication	0	1951	\N	30	Crime,Drama,Mystery
tt0043221	tvSeries	Q.E.D.	Q.E.D.	0	1951	\N	30	\N
tt0043222	tvSeries	The Ezio Pinza Show	The Ezio Pinza Show	0	1951	1953	30	\N
tt0043223	tvSeries	The Range Rider	The Range Rider	0	1951	1953	30	Drama,Western
tt0043224	tvSeries	The Red Skelton Hour	The Red Skelton Show	0	1951	1971	60	Comedy
tt0043225	tvSeries	The Roy Rogers Show	The Roy Rogers Show	0	1951	2014	30	Family,Western
tt0043226	tvSeries	The Sarah Churchill Show	The Sarah Churchill Show	0	1951	\N	15	\N
tt0043227	tvSeries	Saturday Roundup	Saturday Roundup	0	1951	\N	60	Western
tt0043228	tvSeries	Schlitz Playhouse	Schlitz Playhouse of Stars	0	1951	1959	30	Comedy,Drama
tt0043229	tvSeries	Search for Tomorrow	Search for Tomorrow	0	1951	1986	30	Drama,Romance
tt0043230	tvSeries	Seven at Eleven	Seven at Eleven	0	1951	\N	60	Comedy,Music
tt0043231	tvSeries	Shadow of the Cloak	Shadow of the Cloak	0	1951	1952	30	Action,Drama,Mystery
tt0043232	tvSeries	Sky King	Sky King	0	1951	1962	30	Adventure,Drama,Family
tt0043233	tvSeries	Chesterfield Sound Off Time	Chesterfield Sound Off Time	0	1951	1952	30	Comedy,Music
tt0043234	tvSeries	Space Patrol	Space Patrol	0	1950	1955	30	Action,Adventure,Family
tt0043235	tvSeries	Strike It Rich	Strike It Rich	0	1951	1958	30	Game-Show
tt0043236	tvSeries	TV Recital Hall	TV Recital Hall	0	1951	1954	30	Music
tt0043237	tvSeries	TV's Top Tunes	TV's Top Tunes	0	1951	1955	\N	Music
tt0043238	tvSeries	Tales of Tomorrow	Tales of Tomorrow	0	1951	1953	25	Drama,Horror,Mystery
tt0043239	tvSeries	Ted Mack Family Hour	Ted Mack Family Hour	0	1951	\N	60	Family,Music
tt0043240	tvSeries	Those Two	Those Two	0	1951	1953	15	\N
tt0043241	tvSeries	Two Girls Named Smith	Two Girls Named Smith	0	1951	1951	30	Comedy
tt0043242	tvSeries	The Victor Borge Show	The Victor Borge Show	0	1951	\N	30	Comedy,Music
tt0043243	tvSeries	Washington Report	Washington Report	0	1951	\N	15	News,Talk-Show
tt0043244	tvSeries	Watch Mr. Wizard	Watch Mr. Wizard	0	1951	1972	30	Family
tt0043245	tvSeries	What's the Story?	What's the Story?	0	1951	1955	30	Family,Game-Show
tt0043246	tvSeries	Wonderful Town, U.S.A.	Wonderful Town, U.S.A.	0	1951	1952	30	Music
tt0043247	tvSeries	Young Mr. Bobbin	Young Mr. Bobbin	0	1951	1952	30	Comedy
tt0043248	tvSeries	Your Pet Parade	Your Pet Parade	0	1951	\N	\N	Family
tt0043249	tvSeries	Youth Wants to Know	Youth Wants to Know	0	1951	1957	30	\N
tt0043426	tvEpisode	Coriolanus	Coriolanus	0	1951	\N	60	Drama
tt0043631	tvEpisode	The Life of King Henry V	The Life of King Henry V	0	1951	\N	133	Drama,Fantasy
tt0043691	tvMovie	The Gamblers	Les joueurs	0	1950	\N	50	Comedy,Drama
tt0043693	tvEpisode	Julius Caesar	Julius Caesar	0	1951	\N	\N	Drama,Fantasy
tt0043710	tvEpisode	The Life and Death of King John	The Life and Death of King John	0	1952	\N	\N	Drama,Fantasy
tt0044089	tvShort	The Sun Was Setting	The Sun Was Setting	0	1951	\N	20	Drama,Short
tt0044093	tvEpisode	The Three Musketeers	The Three Musketeers	0	1950	\N	60	Drama
tt0044229	tvSeries	The Abbott and Costello Show	The Abbott and Costello Show	0	1952	1957	25	Comedy,Family,Mystery
tt0044230	tvSeries	The Adventures of Ozzie and Harriet	The Adventures of Ozzie and Harriet	0	1952	1966	30	Comedy,Drama,Family
tt0044231	tvSeries	Adventures of Superman	Adventures of Superman	0	1952	1958	30	Action,Adventure,Crime
tt0044232	tvSeries	All in One	All in One	0	1952	1953	30	Comedy
tt0044233	tvSeries	Anywhere, U.S.A.	Anywhere, U.S.A.	0	1952	\N	30	Drama
tt0044234	tvSeries	Are You Positive	Are You Positive	0	1952	\N	30	Family,Game-Show,Sport
tt0044235	tvSeries	Ask Me Another	Ask Me Another	0	1952	\N	30	Family,Game-Show
tt0044236	tvSeries	Balance Your Budget	Balance Your Budget	0	1952	1953	30	Game-Show
tt0044237	tvSeries	Battle of the Ages	Battle of the Ages	0	1952	\N	30	Family,Game-Show
tt0044238	tvSeries	Biff Baker, U.S.A.	Biff Baker, U.S.A.	0	1952	1954	30	Adventure
tt0044239	tvSeries	The Big Idea	The Big Idea	0	1952	1953	30	Documentary,Family
tt0044240	tvSeries	Billy Bunter of Greyfriars School	Billy Bunter of Greyfriars School	0	1952	1961	30	Comedy
tt0044241	tvSeries	The Billy Daniels Show	The Billy Daniels Show	0	1952	\N	15	Music
tt0044242	tvSeries	Boss Lady	Boss Lady	0	1952	\N	30	Comedy
tt0044243	tvSeries	Broadway Television Theatre	Broadway Television Theatre	0	1952	1954	60	Comedy,Drama
tt0044244	tvSeries	The Buick Circus Hour	The Buick Circus Hour	0	1952	\N	60	Comedy,Family,Music
tt0044245	tvSeries	Campbell Playhouse	Campbell Playhouse	0	1952	1954	30	Drama
tt0044247	tvSeries	The Cases of Eddie Drake	The Cases of Eddie Drake	0	1952	\N	30	Action,Adventure,Crime
tt0044248	tvSeries	Cavalcade of America	Cavalcade of America	0	1952	1957	60	Drama
tt0044249	tvSeries	Chance of a Lifetime	Chance of a Lifetime	0	1950	1956	30	Family,Game-Show,Music
tt0044250	tvSeries	China Smith	China Smith	0	1952	\N	30	Adventure
tt0044251	tvSeries	City Hospital	City Hospital	0	1951	1953	30	Drama
tt0044252	tvSeries	Claudia: The Story of a Marriage	Claudia: The Story of a Marriage	0	1952	\N	30	Drama
tt0044253	tvSeries	Columbia University Seminar	Columbia University Seminar	0	1952	1953	30	\N
tt0044254	tvSeries	Cowboy G-Men	Cowboy G-Men	0	1952	\N	30	Drama,Western
tt0044255	tvSeries	Craig Kennedy, Criminologist	Craig Kennedy, Criminologist	0	1952	1953	30	Crime,Drama,Mystery
tt0044256	tvSeries	Curtain Call	Curtain Call	0	1952	\N	30	Drama
tt0044257	tvSeries	Dangerous Assignment	Dangerous Assignment	0	1952	\N	26	Adventure
tt0044258	tvSeries	Dave and Charley	Dave and Charley	0	1950	\N	\N	Comedy
tt0044259	tvSeries	Death Valley Days	Death Valley Days	0	1952	1970	25	Western
tt0044260	tvSeries	Doc Corkle	Doc Corkle	0	1952	\N	30	Comedy
tt0044261	tvSeries	The Doctor	The Doctor	0	1952	1953	30	Drama
tt0044262	tvSeries	The Ernie Kovacs Show	The Ernie Kovacs Show	0	1952	1956	60	Comedy,Family
tt0044263	tvSeries	Four Star Playhouse	Four Star Playhouse	0	1952	1956	30	Comedy,Crime,Drama
tt0044264	tvSeries	Gang Busters	Gang Busters	0	1952	\N	30	Crime,Drama
tt0044265	tvSeries	Guiding Light	The Guiding Light	0	1952	2009	60	Drama,Romance
tt0044266	tvSeries	Hallmark Hall of Fame	Hallmark Hall of Fame	0	1951	1978	\N	Comedy,Drama
tt0044267	tvSeries	Heaven for Betsy	Heaven for Betsy	0	1952	1952	15	Comedy
tt0044268	tvSeries	The Hunter	The Hunter	0	1952	\N	30	Drama
tt0044269	tvSeries	I Married Joan	I Married Joan	0	1952	1955	30	Comedy
tt0044270	tvSeries	I've Got a Secret	I've Got a Secret	0	1952	1967	30	Family,Game-Show
tt0044271	tvSeries	Information Please	Information Please	0	1952	\N	30	Family,Game-Show
tt0044272	tvSeries	The Jackie Gleason Show	The Jackie Gleason Show	0	1952	1973	60	Comedy
tt0044273	tvSeries	Leave It to Larry	Leave It to Larry	0	1952	1952	30	Comedy
tt0044274	tvSeries	Life with Luigi	Life with Luigi	0	1952	\N	30	Comedy
tt0044275	tvSeries	Masquerade Party	Masquerade Party	0	1952	1960	30	Family,Game-Show
tt0044276	tvSeries	Meet Millie	Meet Millie	0	1952	1956	30	Comedy
tt0044277	tvSeries	Mr. & Mrs. North	Mr. & Mrs. North	0	1952	1954	30	Comedy,Drama,Mystery
tt0044278	tvSeries	Mr. Arsenic	Mr. Arsenic	0	1952	\N	30	Mystery
tt0044279	tvSeries	Mister Peepers	Mister Peepers	0	1952	1955	30	Comedy
tt0044280	tvSeries	Music Hall	Music Hall	0	1952	\N	15	Music
tt0044281	tvSeries	My Friend Irma	My Friend Irma	0	1952	1954	30	Comedy
tt0044282	tvSeries	My Hero	My Hero	0	1952	1953	30	Comedy
tt0044283	tvSeries	My Little Margie	My Little Margie	0	1952	1955	30	Comedy
tt0044284	tvSeries	Omnibus	Omnibus	0	1952	1961	55	Drama,History,Music
tt0044285	tvSeries	On Guard	On Guard	0	1952	1954	30	Documentary
tt0044286	tvSeries	Operation Information	Operation Information	0	1952	\N	30	Documentary
tt0044287	tvSeries	Our Miss Brooks	Our Miss Brooks	0	1952	1956	30	Comedy,Family
tt0044288	tvSeries	Police Story	Police Story	0	1952	\N	30	Crime,Drama
tt0044289	tvSeries	Ramar of the Jungle	Ramar of the Jungle	0	1952	1954	30	Adventure
tt0044290	tvSeries	Rebound	Rebound	0	1952	1953	30	Drama,Mystery
tt0044291	tvSeries	The Red Buttons Show	The Red Buttons Show	0	1952	1955	30	Comedy
tt0044292	tvSeries	Rendezvous	Rendezvous	0	1952	\N	\N	\N
tt0044293	tvSeries	Stars in Khaki and Blue	Stars in Khaki and Blue	0	1952	\N	30	\N
tt0044294	tvSeries	Steve Randall	Hollywood Off-Beat	0	1952	1953	30	Drama
tt0044295	tvSeries	Super Ghost	Super Ghost	0	1952	1953	30	Family,Game-Show
tt0044296	tvSeries	This Is Your Life	This Is Your Life	0	1950	1993	30	Biography,Family,Talk-Show
tt0044297	tvSeries	Those Endearing Young Charms	Those Endearing Young Charms	0	1952	\N	30	Comedy
tt0044298	tvSeries	Today	Today	0	1952	\N	240	News,Talk-Show
tt0044299	tvSeries	Two for the Money	Two for the Money	0	1952	1957	30	Family,Game-Show
tt0044300	tvSeries	The U.S. Royal Showcase	The U.S. Royal Showcase	0	1952	\N	\N	Comedy,Music
tt0044301	tvSeries	The Unexpected	The Unexpected	0	1952	\N	30	Drama
tt0044302	tvSeries	Up to Paar	Up to Paar	0	1952	\N	30	Family,Game-Show
tt0044303	tvSeries	Valentino	Valentino	0	1952	1953	30	Romance
tt0044304	tvSeries	The Walter Winchell Show	The Walter Winchell Show	0	1952	1955	15	News,Talk-Show
tt0044305	tvSeries	The Week in Religion	The Week in Religion	0	1952	1954	60	News
tt0044306	tvSeries	What Happened?	What Happened?	0	1952	\N	30	Family,Game-Show
tt0044307	tvSeries	What's It Worth	What's It Worth	0	1952	1953	30	\N
tt0044308	tvSeries	Wheel of Fortune	Wheel of Fortune	0	1952	1953	30	Game-Show
tt0044309	tvSeries	Who's There?	Who's There?	0	1952	\N	30	Family,Game-Show
tt0044310	tvSeries	Your Lucky Clue	Your Lucky Clue	0	1952	\N	30	Game-Show
tt0044311	tvSeries	Your Prize Story	Your Prize Story	0	1952	\N	30	Drama
tt0044668	tvEpisode	The Gold Diggers	The Gold Diggers	0	1952	\N	90	Comedy,Drama
tt0044901	tvEpisode	The Merry Wives of Windsor	The Merry Wives of Windsor	0	1952	\N	\N	Drama,Fantasy
tt0045365	tvSeries	Adventure	Adventure	0	1953	\N	60	Adventure
tt0045366	tvSeries	Answers for Americans	Answers for Americans	0	1953	1954	30	Family,Talk-Show
tt0045367	tvSeries	Anyone Can Win	Anyone Can Win	0	1953	\N	30	Game-Show
tt0045368	tvSeries	At Issue	At Issue	0	1953	1954	15	\N
tt0045369	tvSeries	Back That Fact	Back That Fact	0	1953	\N	30	Game-Show
tt0045370	tvSeries	Bank on the Stars	Bank on the Stars	0	1953	1954	30	Family,Game-Show
tt0045371	tvSeries	The Big Issue	Keep Posted	0	1951	1954	30	Talk-Show
tt0045372	tvSeries	The Big Picture	The Big Picture	0	1950	1968	30	Documentary
tt0045373	tvSeries	The Bob Hope Show	The Bob Hope Show	0	1950	\N	60	Comedy,Family,Talk-Show
tt0045374	tvSeries	Bonino	Bonino	0	1953	1953	30	Comedy
tt0045375	tvSeries	Both Sides	Both Sides	0	1953	\N	30	\N
tt0045376	tvSeries	Candid Camera	Candid Camera	0	1953	\N	30	Comedy,Reality-TV
tt0045377	tvSeries	Charles Boyer Theater	Charles Boyer Theater	0	1953	\N	30	Drama
tt0045378	tvSeries	City Detective	City Detective	0	1953	1955	30	Drama
tt0045379	tvSeries	Coke Time	Coke Time	0	1953	1957	15	Comedy,Music
tt0045380	tvSeries	Colonel Humphrey Flack	Colonel Humphrey Flack	0	1953	1959	30	Comedy,Family
tt0045381	tvSeries	The Comeback Story	The Comeback Story	0	1953	1954	30	Drama
tt0045383	tvSeries	The RCA Victor Show	The RCA Victor Show	0	1952	1954	30	Comedy,Music
tt0045384	tvSeries	Double Play	Double Play	0	1953	\N	30	Talk-Show
tt0045385	tvSeries	Rheingold Theatre	Douglas Fairbanks, Jr., Presents	0	1953	1957	23	Drama
tt0045386	tvSeries	The Eddie Albert Show	The Eddie Albert Show	0	1952	\N	\N	Comedy
tt0045387	tvSeries	Ethel and Albert	Ethel and Albert	0	1953	\N	30	Comedy
tt0045388	tvSeries	Excursion	Excursion	0	1953	\N	\N	Family
tt0045389	tvSeries	Eye Witness	Eye Witness	0	1953	\N	30	Drama
tt0045390	tvSeries	The Faith of Our Children	The Faith of Our Children	0	1955	1957	\N	Drama
tt0045391	tvSeries	Faye and Skitch	Faye and Skitch	0	1953	\N	15	Music
tt0045392	tvSeries	Follow the Leader	Follow the Leader	0	1953	\N	30	\N
tt0045394	tvSeries	Freedom Rings	Freedom Rings	0	1953	\N	30	Game-Show
tt0045395	tvSeries	General Electric Theater	General Electric Theater	0	1953	1962	30	Drama
tt0045396	tvSeries	The George Jessel Show	The George Jessel Show	0	1953	1960	30	Comedy,Music
tt0045397	tvSeries	I Led 3 Lives	I Led 3 Lives	0	1953	1956	30	Drama
tt0045398	tvSeries	I'm the Law	I'm the Law	0	1953	\N	30	Action,Crime,Drama
tt0045399	tvSeries	Jamie	Jamie	0	1953	1954	30	Comedy,Romance
tt0045400	tvSeries	The Jean Carroll Show	The Jean Carroll Show	0	1953	1954	30	Comedy
tt0045401	tvSeries	Jimmy Hughes, Rookie Cop	Jimmy Hughes, Rookie Cop	0	1953	\N	30	Action,Crime,Drama
tt0045402	tvSeries	Joseph Schildkraut Presents	Joseph Schildkraut Presents	0	1952	\N	30	Drama,Family
